clean_content,sentiment,label,score,text_length,word_count,at,thumbsUpCount,reviewCreatedVersion,appVersion
sangat bagus dan mohon untuk video pornografi atau orang berbusana terlalu terbuka benar benar dibatasi,positif,2,5,103,15,2026-04-23 23:16:46,0,426.0.0.37.68,426.0.0.37.68
cuhhh aplikasi ngak jelassss iklan judi dimana mana buat orang kesal,negatif,0,1,68,11,2026-01-15 05:48:04,0,412.0.0.35.87,412.0.0.35.87
amazing app,positif,2,5,11,2,2026-01-04 15:07:25,0,410.1.0.63.71,410.1.0.63.71
ig asu balikin akun gw,negatif,0,1,22,5,2026-05-10 08:55:38,0,428.0.0.47.67,428.0.0.47.67
tolong dong ini knp saya tadi kan sebelum hapus instagram ngelag parah tidak bisa di buka video chat dan juga status nya dan setelah hapus ini tidak bisa login lagi ngelag loading terus padahal saya berganti akun dan membuka video di youtube aman saja,negatif,0,1,251,44,2026-04-27 11:56:29,0,,
hilangin bug nya woyy ga bisa login stuck di beranda mulu,netral,1,3,57,11,2026-04-26 17:10:08,1,426.0.0.37.68,426.0.0.37.68
baguss aku suka ga ada alasan,positif,2,5,29,6,2026-01-25 14:26:20,1,413.0.0.41.84,413.0.0.41.84
tolong diperbaiki aplikasi instagram suka refresh mendadak ngescroll otomatis sampe atas trus dimuat ulang reels post yang sedang dilihat jadi terganti sama yang lain mau nyari lagi bingung gimana padahal penting tolong diatur jangan dimuat ulang otomatis setiap tertekan tombol back karena hp touch screen itu rentan tersentuh secara tidak sengaja,negatif,0,1,348,51,2026-01-01 01:40:27,42,406.0.0.58.159,406.0.0.58.159
fitur fitur yang baru sangat kreatif dan keren,positif,2,5,46,8,2026-04-20 07:43:21,0,425.0.0.47.61,425.0.0.47.61
sehari udah update 2kali ig tapi tetep gak bisa photo caya kilat aneh bisanya cuman sekali selebihnya tulisan eror pas mau pake knph y,positif,2,5,134,24,2026-05-12 09:38:23,0,428.0.0.47.67,428.0.0.47.67
muter muter terus lawak,netral,1,3,23,4,2026-04-27 13:27:46,1,,
saya baru mencoba ig sejauh ini sangat memudahkan dan membantu memposting,positif,2,5,73,11,2026-01-10 10:46:54,0,,
aplikasi berjalan dengan baguss dn update nya juga bguss,positif,2,5,56,9,2026-04-22 14:39:29,0,425.0.0.47.61,425.0.0.47.61
kebanyakan bug gua nambahin akun ga bisa malah keluar sendiri,negatif,0,1,61,10,2026-04-09 11:28:36,4,423.0.0.47.66,423.0.0.47.66
g jls g bisa dibuka,negatif,0,1,19,5,2026-03-27 22:58:46,0,,
sangat bangusss,positif,2,5,15,2,2026-04-12 16:19:57,0,,
oke trimakasih saya muhammad shobirin suka,positif,2,5,42,6,2026-03-23 07:58:17,0,,
gak bagus soal nya aku gak bisa pake filter yang lagi trend ini yang buat aplikasi ig tolong jirrr masa di hp aku gak ada gimana sih,negatif,0,1,132,27,2026-04-26 21:37:50,0,426.0.0.37.68,426.0.0.37.68
kerennn,positif,2,5,7,1,2026-04-25 14:38:32,0,,
iklan judol meresahkan tolong hapus iklan judol,negatif,0,1,47,7,2026-04-03 18:28:07,0,,
saya udah pake aplikasi ini dari lama bagus sii aplikasi nya tapi kenapa sekarang jadi loading terus kalo kirim pesan ke teman malah terus tulisan kirim tapi gak ke kirim saya kira wifi saya lemot tapi saya nonton aplikasi lain bisa reels nya juga gak bisa di buka jadi kaya gk ada internet padahal saya buka aplikasi tiktok bisa sedih bangett,netral,1,4,343,61,2026-04-25 02:48:12,0,,
dengan aplikasi ini hubungan antar teman yg jauh lebih erat krna komunikasinya,positif,2,5,78,12,2026-03-15 13:58:36,0,,
salam santun wow masya allah info dan hiburan diperbaiki ruang normal dan nyaman dari virus,netral,1,3,91,15,2026-03-29 23:09:59,0,,
napa akun gw di ban anj,negatif,0,1,23,6,2026-05-13 09:39:20,0,384.0.0.46.83,384.0.0.46.83
ga bisa buka reel buat bisa dipercepat dongo,negatif,0,1,44,8,2026-05-16 10:05:28,0,264.0.0.22.106,264.0.0.22.106
kok sekarang kalo mau ganti icon sorotannya tuh lamaa bgt ya loading nyaa bikin greget sendiri jadi susah kalo mau rombak,netral,1,3,121,21,2025-12-25 04:04:05,0,410.1.0.63.71,410.1.0.63.71
overall bagus semua sih tapi please adain fitur siapa yang unfollow kita misal ada orang follow kita trus kalau lihat di profilnya kan ada tulisan ikuti balik nah kalau kita ikuti balik otomatis kita berteman jadi dari tulisan yang semula ikuti balik berubah jadi teman jadi tolong adain fitur ini ini bener mempermudah aku jadi bisa tau siapa aja yanh berteman sama aku thankss,positif,2,5,378,64,2026-02-21 15:18:51,4077,417.0.0.54.77,417.0.0.54.77
kadang kadang kalo mau nyari apa gak keluar jadi harus ke tiktok nyari nya,netral,1,4,74,14,2026-01-22 11:11:41,0,412.0.0.35.87,412.0.0.35.87
suka bangett puas banget dengan instagram inii,positif,2,5,46,7,2026-02-04 15:04:29,0,414.0.0.40.83,414.0.0.40.83
banyak iklan nya sekarang scroll dua video reels ada iklan,negatif,0,1,58,10,2026-05-03 20:28:25,0,425.0.0.47.61,425.0.0.47.61
jelek masa ig saya gk bisa di buka,negatif,0,1,34,8,2026-04-27 02:40:57,0,426.0.0.37.68,426.0.0.37.68
gatau knpa jadi gbisa nonton gabisa ctan gabisa liat story,negatif,0,1,58,10,2026-04-25 22:40:19,0,,
sangat membantu perekonomian saya,positif,2,5,33,4,2026-05-22 02:20:20,0,,
apk lemot,negatif,0,1,9,2,2026-03-22 05:12:03,0,420.0.0.55.74,420.0.0.55.74
ini kenapa ya instagram aneh banget udah 3 hari setiap mau buka ig ngelag loading trs padahal jaringan bagus buka tiktok lancar lancar aja udh download ulg juga tetap sama lag ini download ulang ttp ngelag gimana sih tolong dong solusinya ini,negatif,0,1,242,42,2026-04-28 06:59:11,1,426.0.0.37.68,426.0.0.37.68
mainkan njir,netral,1,2,12,2,2026-03-09 22:56:59,0,,
instag am makin ksini makun gajelas ngebug trusdi update tiap detik tapi makin jelek,negatif,0,1,84,14,2026-04-27 14:46:17,0,,
sangattt bagussss saya sangat suka dengan aplikasi ini aplikasi ini juga bisa membantu kami untuk berbisnis dan menambah followers dan juga mempertemukan kita dengan orang baru yang sangat menyenangkan,positif,2,5,201,29,2026-05-19 04:05:47,0,429.1.0.44.70,429.1.0.44.70
keren bgt mantap poull mudah bagus dn sangat bermanfaat,positif,2,5,55,9,2026-02-12 21:46:01,0,,
ini sering nge bug my biutipul girl jadi risih,netral,1,3,46,9,2026-05-19 09:36:28,0,,
kagak jelas orang lagi ada penting bisa nya di keluarin,negatif,0,1,55,10,2026-04-09 03:58:08,0,407.0.0.55.243,407.0.0.55.243
67 10,positif,2,5,5,2,2026-02-13 04:39:46,0,413.0.0.41.84,413.0.0.41.84
makin lama kok makin kaya facebook sih ga suka bgt,negatif,0,1,50,10,2026-05-04 01:30:26,0,,
2 kali kecewa dgn instagram prtma akun di retas sdh laporan slowrespon ngereport jg n endingnyzonk ke hecked thn lalu n smpai skrng yg ke 2 gara2 ngelink di meta instagram atas nama anak yg sy buat dan dbwh pengawasan saya diblokir ga tanggung2 seluruh akun yg ngelink di meta diblokir termasuk whatsapp fb dan semua akun ig yg dirawat lebih dari 10 tahun sudah konfirmasi pake ktp untuk ditinjau ulang pun tetep tidak dapat dipulihkan konyolnya meta begini toh hrsnya akun anak sj yg dinonaktfkn,negatif,0,1,496,86,2026-03-24 05:12:09,1,410.1.0.63.71,410.1.0.63.71
menyenangkan dan bisa berinteraksi dengan orang orang,positif,2,5,53,7,2026-03-30 01:02:22,0,422.0.0.44.64,422.0.0.44.64
kembalikan fitur sebelumnya fitur yang sekarang sangat membingungkan mohon di kembalikan seperti sebelumnya,negatif,0,1,107,13,2025-12-13 01:53:02,0,408.0.0.51.78,408.0.0.51.78
akhir akhir ini sering bug gabisa like reel mau tambahkan cerita dari penyebutan gagal terus padahal koneksi internet aman,netral,1,2,122,19,2026-04-02 07:10:10,0,,
jarang dinpake,positif,2,5,14,2,2025-12-27 12:01:25,0,,
instagram membantu saya dalam banyak hal,positif,2,5,40,6,2025-12-04 20:17:11,0,,
seru kali sampai aku joget,positif,2,5,26,5,2026-04-11 23:04:54,0,424.0.0.49.64,424.0.0.49.64
sangat membantu dalam cari info info,positif,2,5,36,6,2025-12-12 04:10:02,0,,
ig punya ai tolol bgt njir,negatif,0,1,26,6,2026-04-19 23:27:35,0,395.0.0.56.165,395.0.0.56.165
bguss bgtt saya suka sama instagram pemakaian nya bgusss the bestt,positif,2,5,66,11,2026-03-23 08:34:37,1,421.0.0.51.66,421.0.0.51.66
daftar meta lansung bikin malas,negatif,0,1,31,5,2025-12-15 13:46:35,0,409.1.0.49.170,409.1.0.49.170
bintang limaa baguss poll,positif,2,5,25,4,2026-02-08 06:11:32,0,315.0.0.29.109,315.0.0.29.109
kenapa filter nya eror,netral,1,3,22,4,2026-05-15 08:44:30,0,,
kok ga bisa login,positif,2,5,17,4,2026-04-25 11:44:01,0,,
bug nya ngeselin ih harus download ulang baru hilang bug nyaa foto slide yg seharusnya ad lebih dari satu di aku mlah cuma satu udah berkali kali begini muak bangeett,negatif,0,1,166,30,2026-04-21 14:03:41,0,,
aplikasinya bagusss bangetttt minusnyaaa sukaaa leggg dikittt,netral,1,4,61,7,2026-03-15 19:35:37,0,,
don t delete vn effect,negatif,0,1,22,5,2026-03-13 16:38:34,1,420.0.0.55.74,420.0.0.55.74
makin lama makin aneh nih mana ads banyak lah pula di scrollnya susah niat scroll malah kepencet kan jadi alogaritmanya rusak sumpah gantin apk aja lah malas kali pake ig lama lama kek gini,negatif,0,1,189,34,2026-05-13 12:00:46,0,428.0.0.47.67,428.0.0.47.67
gabisa di buka,negatif,0,1,14,3,2026-03-18 10:49:22,0,421.0.0.51.66,421.0.0.51.66
bagus banget apknya,positif,2,5,19,3,2025-12-10 02:37:41,0,409.0.0.48.170,409.0.0.48.170
hahahaha aplikasi gajelas dontholl,negatif,0,1,34,4,2026-02-06 01:25:17,0,,
kok kek close mulu ya,positif,2,5,21,5,2026-02-12 12:42:51,0,278.0.0.22.117,278.0.0.22.117
bagus dan enak di pake sih tapi ada satu salahnya ini kanapa instagram bisa mengikuti sendiri padahal ga ada yang mengikuti nya bisa mengikuti sendiri mohon di perbaiki,netral,1,2,168,28,2025-12-11 06:58:59,1,409.0.0.48.170,409.0.0.48.170
bagus banget cuss deh post ig,positif,2,5,29,6,2026-03-04 12:58:32,0,,
eror muluu,negatif,0,1,10,2,2026-04-29 23:19:39,0,,
akun saya ke suspen sudah mengajukan banding dan sudah ada notif berhasil dapet di gunakan kembali tapi pas login tetap ngga bisa ngajukan banding lagi aneh ini instagram sma facebook begitu mulu pelayananya mohon di permudah dong jangan bikin sulit ketat tapi ngga ada toleransi sedangkan akun pribadi dan bener main baned aja,negatif,0,1,327,53,2026-02-07 12:28:22,1,401.0.0.48.79,401.0.0.48.79
memberi wawasan,positif,2,5,15,2,2026-03-21 04:05:40,0,,
gimana sih ini udah berhari hari loading mulupdhl udh di perbarui,netral,1,4,65,11,2026-04-26 13:36:21,0,426.0.0.37.68,426.0.0.37.68
kenapa sering bug di filter untuk video call,negatif,0,1,44,8,2026-02-18 21:43:40,0,416.0.0.47.66,416.0.0.47.66
aduhhh tolongg donggg koo ketika akun saya mau login selalu tidak bisa yaa padahal jaringan lancar tidak ada kendala pliss ini masalahnya di bagian manaa sungguhh pemakaian sekarang sedikit tidak nyaman engga kaya yang sebelumnya,netral,1,2,229,35,2026-01-24 05:45:17,7,413.0.0.41.84,413.0.0.41.84
untuk iklan kenapa kenapa harus ditunggu kira kira 3 5 detik baru bisa di scroll lagi apalagi banyak iklan judi online,negatif,0,1,118,21,2026-04-16 10:14:14,1,423.0.0.47.66,423.0.0.47.66
keren udah itu doang,positif,2,5,20,4,2025-12-10 02:38:34,0,408.0.0.51.78,408.0.0.51.78
akun gua ga bisa liat sg naon yakk pake akun lain bisa,netral,1,4,54,12,2025-12-08 06:12:27,0,408.0.0.51.78,408.0.0.51.78
ngenahen pisan,positif,2,5,14,2,2026-02-18 11:57:21,0,416.0.0.47.66,416.0.0.47.66
kok aku nggak bisa kirim catatan gif,negatif,0,1,36,7,2026-05-20 11:59:24,0,,
saya sangat menyukai,positif,2,5,20,3,2026-01-12 11:40:22,0,,
mau upload banyak langkah merepotkan,positif,2,5,36,5,2025-12-14 05:02:38,0,409.0.0.48.170,409.0.0.48.170
sumpahh ig kenapa sihhh padahal wifiku lancarr paket data juga adaa tapi pas dibukaa gabisaa katanya gabisa muat kabar beranda kayak lagi ga nyambung ke wifi atau paket data gtulohh sampe aku instal lagi login pun gabisaaa tolongg dong banyak akun jualan jugaa inii,netral,1,3,265,44,2026-04-25 01:48:05,3,426.0.0.37.68,426.0.0.37.68
ook,negatif,0,1,3,1,2026-04-05 04:06:30,0,,
makin lama makin tolol apk ig ni tiap hari eror terus apakah kalian ngak bisa ngatasi nya ngtt,negatif,0,1,94,18,2026-04-27 02:38:03,1,,
terima kasih sangat berguna untuk salam kemanusiaan,positif,2,5,51,7,2026-05-05 16:11:01,0,427.0.0.47.73,427.0.0.47.73
instagram ini sanagt nyaman dan enak untuk di gunakan,positif,2,5,53,9,2025-12-11 12:37:13,0,,
musik di bagian upload story ilang tolonggggg,positif,2,5,45,7,2025-12-20 04:58:26,0,410.1.0.63.71,410.1.0.63.71
beberapa hari instagram makin parah bug nya sangat menggagu sekali selalu loading yang ga jelas padahal sudah di update dan diwnload ulang terpaksa pake instgraam lite yang masih banyak kekurangnya gimana nih tanggapan pihak instagram,netral,1,2,234,35,2026-04-25 20:46:32,5,426.0.0.37.68,426.0.0.37.68
apa ini filter gk bisa dipake selalu ada notif ada masalah,negatif,0,1,58,11,2026-04-16 11:39:44,0,425.0.0.47.61,425.0.0.47.61
its oke,positif,2,5,7,2,2026-01-03 04:30:40,0,410.1.0.63.71,410.1.0.63.71
tolongg inii errorrr bugg,negatif,0,1,25,4,2026-03-30 04:04:09,0,278.0.0.22.117,278.0.0.22.117
kok ig aku gabisa buat nyari efek terbaru ya,netral,1,3,44,9,2026-04-02 07:52:41,0,,
saya kasih lima bintang tolong jangan banyak iklan,positif,2,5,50,8,2026-01-31 06:17:47,0,,
jarang fyp,netral,1,4,10,2,2025-12-26 13:59:10,0,410.1.0.63.71,410.1.0.63.71
keren bangt lah,positif,2,5,15,3,2026-02-12 07:24:10,0,415.1.0.46.76,415.1.0.46.76
seru tapi isi reels nya rada membosankan dan akun saya sudah hilang 5x,positif,2,5,70,13,2026-04-19 04:07:31,0,425.0.0.47.61,425.0.0.47.61
sangat bermanfaat untuk kelancaran di era sekarang ini,positif,2,5,54,8,2026-02-01 03:53:04,0,411.0.0.23.257,411.0.0.23.257
ig kenapa tbtb theme di dm an hilang terus lagunya gabisa di pake kenapa ihh lagi di perbaiki kah kamu iri y grgr aku post ke uwu an ku sama calon pacar aku makanya tbtb pada gabisa semua,negatif,0,1,187,38,2025-12-04 15:54:27,0,408.0.0.51.78,408.0.0.51.78
good boyy,netral,1,4,9,2,2026-05-17 09:39:44,0,429.1.0.44.70,429.1.0.44.70
mau login aku lain eror mulu dan ketika sandi udah di ganti tetap gk bisa login tolonglah di perbaiki,negatif,0,1,101,19,2026-03-28 08:20:21,0,,
selalu pencet tidak bisa buka reels di postingan random,negatif,0,1,55,9,2026-05-11 04:41:30,0,419.0.0.49.71,419.0.0.49.71
min kasih tanda dong yang ngikutin balik apa sekarang banyak yang obses jadi seleb dadakan,netral,1,4,90,15,2026-04-20 03:28:52,0,425.0.0.47.61,425.0.0.47.61
ig sekarang kya bajingannnnnnnn,negatif,0,1,31,4,2026-04-07 11:58:00,0,423.0.0.47.66,423.0.0.47.66
bisa dapat banyak informasi penting dan berguna,netral,1,4,47,7,2026-01-09 07:49:18,0,411.0.0.23.257,411.0.0.23.257
gimana sih klo call di ig tuhh ga kameranya mati hidup mati hidup sendiri trus tuh gtw knp stiap scr pasti ngeleg pdhl jaringan aku bgus loh,negatif,0,1,140,27,2026-04-03 06:18:01,0,423.0.0.47.66,423.0.0.47.66
sangat banyak ilmu bermanfaat disini,positif,2,5,36,5,2026-01-10 23:43:22,0,410.1.0.63.71,410.1.0.63.71
aplikasi sangat tidak bagus karna sering menangguhkan akun tanpa ada kejelasan padahal akun saya baik baik saja tidak cuma satu akun setiap bikin akun di tanggugkan aplikasi buruk,negatif,0,1,179,28,2026-04-19 03:31:35,0,408.0.0.51.78,408.0.0.51.78
it s an impressive application since i ve been using it there have been more and more interesting updates and it makes our posts even more interesting but yes there are advantages and disadvantages sometimes the account is difficult for us to enter or other things hopefully it can be better,netral,1,3,291,51,2025-12-05 08:42:49,1,408.0.0.51.78,408.0.0.51.78
ini knpa ya instagram wallpaper nya mendadak hilang,positif,2,5,51,8,2026-03-11 04:14:50,0,419.0.0.49.71,419.0.0.49.71
menonaktifkan sendiri akun orang setalah di nonaktifkan malah di hapus sendiri tuh akun,negatif,0,1,87,13,2025-12-16 23:06:35,0,410.0.0.53.71,410.0.0.53.71
tolong tambahin fitur yang ngasih tau siapa aja yang belum yang tidak ngefollow balik ribet gitu kalo manual terus memakan waktu yang banyak banyak pengguna yang ngeluh juga nih tolong tambahin ya,netral,1,3,196,32,2026-04-22 14:47:57,0,,
keren jangan baned aku lagi,positif,2,5,27,5,2026-01-11 13:21:10,1,411.0.0.23.257,411.0.0.23.257
harapan diupdate biar lebih bagus ternyata terjemahan tidak bisa filter tidak bisa foto tidk bisa buat reals tidak bisa,positif,2,5,119,19,2025-12-23 02:36:33,26,410.1.0.63.71,410.1.0.63.71
kya burit,positif,2,5,9,2,2026-04-20 13:33:17,0,425.0.0.47.61,425.0.0.47.61
ig mantap,positif,2,5,9,2,2026-03-29 12:25:23,0,422.0.0.44.64,422.0.0.44.64
sekarang susah ya upload dari ig,positif,2,5,32,6,2026-05-17 03:19:45,0,429.1.0.44.70,429.1.0.44.70
bagus keren dan senang,positif,2,5,22,4,2026-05-14 10:29:52,0,429.1.0.44.70,429.1.0.44.70
apk nya bgus tpi pas menerjemahkan bahasa nya memuatnya lma padahal jaringan saya full dan wifiny jg,positif,2,5,100,17,2026-05-20 15:04:45,0,429.1.0.44.70,429.1.0.44.70
saya ngak ada kendala lain sih tpi kdang itu saat mengirim vidio ke tmen di pengikut kita kok kdang bisa kdang gk bisa ya mohon maaf ini eror atau gimana ya mohon bantuan nya,netral,1,3,174,34,2026-04-02 18:36:31,0,,
bisa menjadi meduq dakwah,netral,1,4,25,4,2026-01-11 07:10:09,0,411.0.0.23.257,411.0.0.23.257
aplikasinya tiba tiba tidak bisa dimasukin pas udh masuk cuma putih semua gak ada gambar apapun pdhl jaringan gak ngelag,netral,1,2,120,20,2026-04-26 03:52:24,1,,
instagram di betulin eror padahal wifi lancar saja bagus,netral,1,4,56,9,2026-04-24 10:58:55,0,,
instagram sekarang aneh akun yang cuma posting foto kenang an malah di ban tanpa alasan yang masuk akal sedangkan akun promosi ju ol malah berkembang biak sekarang aneh instagram sekarang semenjak di akusisi meta udah dititik benci liat instagram sekarang,positif,2,5,255,40,2026-04-14 15:35:38,0,424.0.0.49.64,424.0.0.49.64
kok gk bisa nerima dm yaa ini kenapa,negatif,0,1,36,8,2026-04-22 04:05:41,0,425.0.0.47.61,425.0.0.47.61
instagram nya suka eror gak bisa ambil ft dari album gak bisa edit ft pake efek yg di instagram,negatif,0,1,95,19,2026-04-19 03:20:24,3,425.0.0.47.61,425.0.0.47.61
hiburan dan informasi lengkap dan cepat dinikmati,positif,2,5,49,7,2025-12-06 05:35:28,2,408.0.0.51.78,408.0.0.51.78
followers sudh seribuan lebih blum bisa livee,netral,1,4,45,7,2026-01-13 08:03:28,0,411.0.0.23.257,411.0.0.23.257
kenapa instagram saya tidak bisa di gunakan,negatif,0,1,43,7,2026-05-02 10:16:30,0,426.0.0.37.68,426.0.0.37.68
instagram ini memang menarik apalagi bisa post apa ajaa pokok nyaa instagram memang menarik,positif,2,5,91,14,2026-03-23 04:02:37,1,,
followers harusnya tak terbatas,positif,2,5,31,4,2026-03-09 09:52:20,0,,
gatau kenapa sekarang kalo semisal ada yang komen sg kita komennya ilang sendiri gitu mohon diperbaiki lagi ya,netral,1,4,110,18,2026-04-07 14:27:02,0,423.0.0.47.66,423.0.0.47.66
tolong update dong instagram sayaa,positif,2,5,34,5,2026-04-25 22:57:59,0,426.0.0.37.68,426.0.0.37.68
ig ok,positif,2,5,5,2,2025-12-18 12:26:11,0,,
ini knp ya ig kok kayak ngelag gitu error atau emng gangguan pdhl sinyal nya bagus kok di beranda di refresh malah ga bisa muncul reels baru malah muter terus giliran di hapus mlh mau login ga bisa masalah bahasa indonesia nya harus di ganti ke bahasa inggris dan masi tetep sama aja ga bisa masuk,negatif,0,1,297,56,2026-04-25 15:02:07,1,410.1.0.63.71,410.1.0.63.71
aplikasinya keren sangat bagus dan familiar,positif,2,5,43,6,2026-02-24 11:52:45,4,417.0.0.54.77,417.0.0.54.77
bagusss sekali,positif,2,5,14,2,2026-05-15 05:09:00,0,425.0.0.47.61,425.0.0.47.61
seru sihh and bisa baca au and tau banyak rekomend novel,positif,2,5,56,11,2026-01-04 06:32:45,0,,
bug nya banyak bener ni aplikasi njir,negatif,0,1,37,7,2026-02-23 13:55:30,0,416.0.0.47.66,416.0.0.47.66
okay lahh,positif,2,5,9,2,2026-04-30 10:22:15,0,,
hmm boleh sih utk percobaan jadi konten kreator sblm memasuki ke apk yt,positif,2,5,71,13,2025-12-09 13:19:12,0,408.0.0.51.78,408.0.0.51.78
terbaikkkkkkkk,positif,2,5,14,1,2025-12-13 11:51:15,0,409.0.0.48.170,409.0.0.48.170
sangat baik sekali,positif,2,5,18,3,2026-05-03 06:58:09,0,427.0.0.47.73,427.0.0.47.73
kenapa anda hapus fitur reels instagram untuk story whatsapp kembalikan fitur ini hampir semua video reels dari instagram tidak bisa diupload ke story whatsapp saya kalau bisa secepatnya,negatif,0,1,186,28,2026-05-08 16:48:41,2,428.0.0.47.67,428.0.0.47.67
baguss fiturnya bisa nyari temen di sini,positif,2,5,40,7,2026-05-21 12:09:55,0,429.1.0.44.70,429.1.0.44.70
enggak bisa download foto dari kamera instagram mohon di bantu terima kasih maaf yah saya kurangi bintang nya soalnya tidak ada solusi dari masalah yang saya sampai kan,netral,1,3,168,28,2026-04-11 16:24:54,0,424.0.0.49.64,424.0.0.49.64
instagram tolong dongg buat tema cht nya bisa bebass pilih sama type cht ny biarr lebih aestetickk gituu,positif,2,5,104,18,2026-01-31 11:32:01,0,407.0.0.55.243,407.0.0.55.243
aplikasi ini menarik dan bagus untuk digunakan,positif,2,5,46,7,2026-04-02 01:41:23,0,333.0.0.42.91,333.0.0.42.91
qq y,negatif,0,1,4,2,2026-05-09 00:58:42,0,,
udah lama make ig,positif,2,5,17,4,2025-12-27 10:41:28,0,,
oiya,positif,2,5,4,1,2026-05-17 12:17:47,0,429.1.0.44.70,429.1.0.44.70
sangat sangat baik,positif,2,5,18,3,2026-01-26 17:13:36,0,413.0.0.41.84,413.0.0.41.84
keren bangett aplikasii nya,positif,2,5,27,4,2025-12-03 22:49:13,0,408.0.0.51.78,408.0.0.51.78
ini kenapa setelah install ulang malah ngebug udah coba buat instal lagi tetep aja tolong developer,netral,1,2,99,16,2026-04-11 09:41:09,0,424.0.0.49.64,424.0.0.49.64
update lg highlight susah diganti,negatif,0,1,33,5,2026-01-12 03:26:23,0,,
memberikan akses kepada siapapun untuk saling membagi moment kebahagian,positif,2,5,71,9,2026-05-01 10:33:05,0,388.0.0.34.75,388.0.0.34.75
tolong di kembalikan di awal ajh dong aplikasinya semakin rumit semenjak ada perubahan jadii susah buat fto pake filter terus klu telfon video call pun ga bisa di gunakan filter nya efek nya juga tolong di perbaiki lahh jangan sampai ntar menurun ini pengikut ig nya jadi nya banyak yg uninstall ig pindah apk jadi nya tolong segera di perbaiki,negatif,0,1,344,60,2025-12-26 17:55:18,0,314.0.0.20.114,314.0.0.20.114
excellent,positif,2,5,9,1,2026-05-05 12:46:04,0,427.0.0.47.73,427.0.0.47.73
kenapa tiba tiba banget akun gw di nonaktifkan,negatif,0,1,46,8,2026-04-18 13:49:52,0,425.0.0.47.61,425.0.0.47.61
ini tolong ig aku gabisa di bukaa udaa dari lamaa plss bukaa lagi ig akuu aku males bgt pakee ig lite krnaa fiturnya gaa sebagus instagram metaa,negatif,0,1,144,27,2026-03-25 14:03:41,1,420.0.0.55.74,420.0.0.55.74
oke sekali untuk sharing dan silaturahmi,positif,2,5,40,6,2025-12-28 10:11:00,0,410.1.0.63.71,410.1.0.63.71
saya mau login ke akun lama tidak bisa padahal sandi nya sudah betul sudah di reset kata sandi nya tetep tidak bisa padahal sudah betul akhirnya harus buat akun baru,negatif,0,1,165,30,2026-02-22 13:42:16,4,417.0.0.54.77,417.0.0.54.77
sinyal bagus kok pas kita buka instagram nya lelet sii,negatif,0,1,54,10,2026-01-15 18:50:57,0,,
tolong dong kenapa instagram saya buram kalau mau lihat foto sudah berapa kali saya hapus download tetap seperti itu saya bahkan sudah atur tapi tetap seperti itu,negatif,0,1,162,27,2026-02-18 01:14:37,0,380.0.0.49.84,380.0.0.49.84
ini kenapa ya tiba tiba instagram telah berhenti padahal udah update udah tutorial segala macem tetep aja ada yang sama ga,negatif,0,1,122,21,2026-02-01 09:02:08,1,278.0.0.22.117,278.0.0.22.117
apk yg bgus tpi sygnya sya blm ada fitur posting ulang,netral,1,4,54,11,2026-02-01 20:47:46,0,414.0.0.40.83,414.0.0.40.83
kren aplikasi yg bisa membantu dan merubah hidup org miskin seperti saya semoga saya bisa sukses di instagram topp pokonya,positif,2,5,122,20,2026-01-26 02:32:37,1,413.0.0.41.84,413.0.0.41.84
developer instagram tolong dong buat fitur bisa ganti lagu feed ig,netral,1,3,66,11,2026-02-18 19:52:30,1,417.0.0.54.77,417.0.0.54.77
gott,positif,2,5,4,1,2026-04-26 03:29:04,0,426.0.0.37.68,426.0.0.37.68
jangan suka ban akun yang real,positif,2,5,30,6,2025-12-19 03:19:13,0,,
males ngetik,netral,1,4,12,2,2026-04-17 08:42:46,0,,
sangat berharga banget bagi jaman jaman sekarang ini untuk memakai aplikasi instagram,positif,2,5,85,12,2025-12-04 04:25:26,1,404.0.0.48.76,404.0.0.48.76
sangat bagus dan nyaman selama nonton,positif,2,5,37,6,2026-04-07 04:13:00,1,423.0.0.47.66,423.0.0.47.66
fast respon,positif,2,5,11,2,2025-12-22 22:36:48,0,,
setiap mau buka ig pasti ada iklan nyaa,netral,1,3,39,8,2026-04-26 10:59:41,0,425.0.0.47.61,425.0.0.47.61
ga ad pintu dari tahun 2017 sampe tahun 2025 belum di tambahin pintu,negatif,0,1,68,13,2026-04-13 14:34:27,0,,
ga buka ig sekitar 3 jam yang lalu tapi akunnya masih online padahal ga ada yang login,netral,1,3,86,17,2026-04-23 11:07:44,0,425.0.0.47.61,425.0.0.47.61
instagram jooss,positif,2,5,15,2,2025-12-22 10:58:45,0,410.1.0.63.71,410.1.0.63.71
ini salah satu aplikasi yang adik menurut gw,positif,2,5,44,8,2026-02-06 11:57:42,0,414.0.0.40.83,414.0.0.40.83
seru jir ig tuh belahan jiwa gua coo,positif,2,5,36,8,2025-12-12 12:45:11,0,409.0.0.48.170,409.0.0.48.170
oeh terkadang instagramku gak bisa buat liat story,netral,1,3,50,8,2026-02-27 15:39:44,1,414.0.0.40.83,414.0.0.40.83
semoga real ig sya fyp,positif,2,5,22,5,2026-04-14 16:12:35,0,,
jijik bgt tiap bikin akun kena suspend terus,negatif,0,1,44,8,2026-04-30 08:21:55,0,427.0.0.47.73,427.0.0.47.73
akun sya bug tra cu,netral,1,3,19,5,2026-04-10 18:15:49,0,424.0.0.49.64,424.0.0.49.64
